,combination,Ag,Al,As,Au,Co,Cr,Cu,Fe,Hf,Ir,Mn,Mo,Nb,Ni,Os,Pd,Pt,Re,Rh,Ru,Si,Ta,Tc,Ti,V,W,Zr,Label,set_name,length
1620,MnReVW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,High,Mn|Re|V|W,4
1621,MnTaTiV,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,High,Mn|Ta|Ti|V,4
1622,MnTaVZr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Low,Mn|Ta|V|Zr,4
1623,MnTiVZr,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Low,Mn|Ti|V|Zr,4
1624,MoNbNiV,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High,Mo|Nb|Ni|V,4
1625,MoNbReV,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,High,Mo|Nb|Re|V,4
1626,MoNbTaTi,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,High,Mo|Nb|Ta|Ti,4
1627,MoNbTaZr,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,High,Mo|Nb|Ta|Zr,4
1628,MoNbTiZr,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,High,Mo|Nb|Ti|Zr,4
1629,MoNbWZr,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,High,Mo|Nb|W|Zr,4
1630,MoNiPdPt,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High,Mo|Ni|Pd|Pt,4
1631,MoNiPdRu,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,High,Mo|Ni|Pd|Ru,4
1632,MoNiPtRu,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,High,Mo|Ni|Pt|Ru,4
1633,MoOsPdRe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,High,Mo|Os|Pd|Re,4
1634,MoOsPtRe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,High,Mo|Os|Pt|Re,4
1635,MoPdPtRe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,High,Mo|Pd|Pt|Re,4
1636,MoPdReRh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,High,Mo|Pd|Re|Rh,4
1637,MoPtReRh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,High,Mo|Pt|Re|Rh,4
1638,MoReTaTi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,High,Mo|Re|Ta|Ti,4
1639,MoReTaZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,High,Mo|Re|Ta|Zr,4
1640,MoReTiZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,High,Mo|Re|Ti|Zr,4
1641,MoReWZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,High,Mo|Re|W|Zr,4
1642,MoTaTiZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,High,Mo|Ta|Ti|Zr,4
1643,MoTaWZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,High,Mo|Ta|W|Zr,4
1644,MoTiWZr,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,High,Mo|Ti|W|Zr,4
1645,NbPdRhRu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Low,Nb|Pd|Rh|Ru,4
1646,NbReTaV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,High,Nb|Re|Ta|V,4
1647,NbReTiV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,High,Nb|Re|Ti|V,4
1648,NbReVW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,High,Nb|Re|V|W,4
1649,NbTaTiV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,High,Nb|Ta|Ti|V,4
1650,NbTaVW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,High,Nb|Ta|V|W,4
1651,NbTiVW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,High,Nb|Ti|V|W,4
1652,NbVWZr,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,High,Nb|V|W|Zr,4
1653,NiOsPdRh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,High,Ni|Os|Pd|Rh,4
1654,NiOsPtRh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,High,Ni|Os|Pt|Rh,4
1655,NiPdPtRh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,High,Ni|Pd|Pt|Rh,4
1656,NiPdReRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,High,Ni|Pd|Re|Ru,4
1657,NiPtReRu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,High,Ni|Pt|Re|Ru,4
1658,OsPdPtRh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,High,Os|Pd|Pt|Rh,4
1659,OsPdReRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,High,Os|Pd|Re|Ru,4
1660,OsPtReRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,High,Os|Pt|Re|Ru,4
1661,PdPtReRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,High,Pd|Pt|Re|Ru,4
1662,PtReRhRu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,High,Pt|Re|Rh|Ru,4
1663,ReTaTiZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,High,Re|Ta|Ti|Zr,4
1664,ReTaWZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,High,Re|Ta|W|Zr,4
1665,ReTiWZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,High,Re|Ti|W|Zr,4
1666,TaTiVZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,High,Ta|Ti|V|Zr,4
1667,TiVWZr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,High,Ti|V|W|Zr,4
